brand,category,series,seriesResearched,currentCoverage,historicalCoverage,generationCount,verifiedVersionCount,verifiedTrimCount,officialSourceCount,multiSourceCount,reviewRequiredCount,rejectedCount,noVerifiedTrimFound,researchComplete,notes
"Nissan","Arazi, SUV & Pickup","X-Trail",true,"YES","HISTORICAL_COVERAGE_INCOMPLETE",1,1,2,0,2,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE"
"Nissan","Minivan & Panelvan","Townstar",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Kia","Arazi, SUV & Pickup","Sportage",true,"YES","PARTIAL_PLUS",2,5,7,6,9,0,0,0,true,""
"Kia","Otomobil","Picanto",true,"LIMITED","PARTIAL",1,1,1,0,1,1,0,0,true,""
"Kia","Arazi, SUV & Pickup","Stonic",true,"LIMITED","PARTIAL",1,2,3,0,4,1,0,0,true,""
"Kia","Arazi, SUV & Pickup","Sorento",true,"LIMITED","PARTIAL",1,1,2,0,2,1,0,0,true,""
"Kia","Arazi, SUV & Pickup","EV3",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Kia","Arazi, SUV & Pickup","EV6",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Kia","Arazi, SUV & Pickup","EV9",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Dacia","Otomobil","Sandero",true,"YES","PARTIAL",1,3,3,0,4,0,0,0,true,""
"Dacia","Otomobil","Sandero Stepway",true,"YES","PARTIAL",1,5,4,0,8,0,0,0,true,""
"Dacia","Otomobil","Logan",true,"YES","HISTORICAL_COVERAGE_INCOMPLETE",0,2,3,0,3,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE"
"Dacia","Otomobil","Jogger",true,"YES","HISTORICAL_COVERAGE_INCOMPLETE",0,2,1,0,2,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE"
"Dacia","Arazi, SUV & Pickup","Duster",true,"LIMITED","PARTIAL",1,11,7,0,20,0,0,0,true,""
"Cupra","Arazi, SUV & Pickup","Formentor",true,"YES","CURRENT_ONLY",1,8,3,0,10,0,0,7,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Cupra","Otomobil","Leon",true,"YES","CURRENT_ONLY",1,4,1,0,4,0,0,3,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Cupra","Arazi, SUV & Pickup","Terramar",true,"YES","HISTORICAL_COVERAGE_INCOMPLETE",0,1,3,0,3,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE"
"Cupra","Otomobil","Born",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Mini","Arazi, SUV & Pickup","Countryman",true,"YES","PARTIAL",1,3,5,0,5,0,0,0,true,""
"Mini","Otomobil","Cooper",true,"YES","PARTIAL",1,7,5,0,19,0,0,0,true,""
"Mini","Otomobil","Cabrio",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Opel","Otomobil","Corsa",true,"YES","PARTIAL_PLUS",3,8,9,4,11,0,0,0,true,""
"Opel","Otomobil","Astra",true,"YES","PARTIAL_PLUS",2,3,7,2,10,0,0,0,true,""
"Opel","Arazi, SUV & Pickup","Crossland",true,"LIMITED","PARTIAL",1,3,4,0,11,1,0,0,true,""
"Hyundai","Otomobil","i20",true,"YES","PARTIAL_PLUS",2,5,3,0,20,0,0,0,true,""
"Hyundai","Arazi, SUV & Pickup","Bayon",true,"LIMITED","HISTORICAL_COVERAGE_INCOMPLETE",1,3,3,0,8,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE"
"Hyundai","Arazi, SUV & Pickup","Tucson",true,"YES","PARTIAL_PLUS",3,4,6,0,14,0,0,0,true,""
"Honda","Arazi, SUV & Pickup","HR-V",true,"YES","PARTIAL_PLUS",2,3,5,3,5,0,0,0,true,""
"Honda","Otomobil","Civic",true,"LIMITED","PARTIAL",1,7,4,0,16,1,0,0,true,""
"Skoda","Otomobil","Fabia",true,"LIMITED","PARTIAL_PLUS",2,5,4,0,5,0,0,0,true,""
"Skoda","Otomobil","Octavia",true,"YES","PARTIAL_PLUS",3,7,9,0,20,0,0,0,true,""
"Skoda","Otomobil","Superb",true,"YES","PARTIAL_PLUS",2,7,9,0,25,1,0,0,true,""
"Seat","Otomobil","Ibiza",true,"YES","PARTIAL",1,2,2,0,3,0,0,0,true,""
"Seat","Otomobil","Leon",true,"YES","PARTIAL_PLUS",3,6,3,0,12,0,0,0,true,""
"Seat","Arazi, SUV & Pickup","Ateca",true,"YES","PARTIAL",1,3,4,0,6,0,0,0,true,""
"Citroen","Otomobil","C3",true,"YES","PARTIAL_PLUS",2,4,6,0,10,0,0,0,true,""
"Citroen","Arazi, SUV & Pickup","C3 Aircross",true,"YES","PARTIAL_PLUS",2,3,5,3,4,0,0,0,true,""
"Citroen","Arazi, SUV & Pickup","C5 Aircross",true,"YES","PARTIAL_PLUS",3,4,6,2,6,0,0,0,true,""
"Citroen","Otomobil","C3 (ICE historical)",true,"LIMITED","PARTIAL",1,3,4,0,8,1,0,0,true,""
"Alfa Romeo","Arazi, SUV & Pickup","Junior",true,"YES","CURRENT_ONLY",0,2,1,0,2,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Alfa Romeo","Arazi, SUV & Pickup","Tonale",true,"YES","CURRENT_ONLY",0,2,2,0,2,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Alfa Romeo","Otomobil","Giulia",true,"LIMITED","PARTIAL",1,2,2,0,2,1,0,0,true,""
"Alfa Romeo","Arazi, SUV & Pickup","Stelvio",true,"LIMITED","PARTIAL",1,2,2,0,2,1,0,0,true,""
"Porsche","Otomobil","911",true,"YES","CURRENT_ONLY",0,17,0,0,17,0,0,17,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Porsche","Arazi, SUV & Pickup","Cayenne",true,"YES","CURRENT_ONLY",0,9,1,0,11,0,0,9,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Porsche","Arazi, SUV & Pickup","Cayenne Coupe",true,"YES","CURRENT_ONLY",0,8,1,0,10,0,0,7,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Porsche","Arazi, SUV & Pickup","Macan",true,"YES","CURRENT_ONLY",1,8,1,4,5,0,0,5,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Porsche","Otomobil","Panamera",true,"YES","CURRENT_ONLY",0,8,1,0,9,0,0,7,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Porsche","Otomobil","Taycan",true,"YES","CURRENT_ONLY",0,6,1,0,9,0,0,6,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Porsche","Arazi, SUV & Pickup","Taycan Cross Turismo",true,"YES","CURRENT_ONLY",0,4,0,0,4,0,0,4,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Lexus","Arazi, SUV & Pickup","LBX",true,"YES","CURRENT_ONLY",0,1,5,0,5,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Lexus","Arazi, SUV & Pickup","NX",true,"LIMITED","CURRENT_ONLY",0,1,2,0,2,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Lexus","Arazi, SUV & Pickup","RX",true,"YES","CURRENT_ONLY",1,2,3,0,3,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Lexus","Arazi, SUV & Pickup","RZ",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Lexus","Otomobil","ES",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Lexus","Minivan & Panelvan","LM",true,"YES","CURRENT_ONLY",1,2,2,0,2,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Jaguar","Arazi, SUV & Pickup","E-Pace",true,"YES","CURRENT_ONLY",1,1,3,0,3,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Jaguar","Arazi, SUV & Pickup","F-Pace",true,"YES","CURRENT_ONLY",1,1,2,0,2,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Jaguar","Arazi, SUV & Pickup","I-Pace",true,"YES","CURRENT_ONLY",1,1,2,0,2,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Jaguar","Otomobil","XE",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Jaguar","Otomobil","XF",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Land Rover","Arazi, SUV & Pickup","Defender",true,"YES","PARTIAL",1,4,3,4,0,0,0,0,true,""
"Land Rover","Arazi, SUV & Pickup","Range Rover Evoque",true,"YES","CURRENT_ONLY",1,2,2,4,0,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Land Rover","Arazi, SUV & Pickup","Discovery Sport",true,"YES","CURRENT_ONLY",1,1,2,2,0,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Land Rover","Arazi, SUV & Pickup","Range Rover Velar",true,"YES","CURRENT_ONLY",1,1,2,2,0,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Land Rover","Arazi, SUV & Pickup","Range Rover Sport",true,"YES","CURRENT_ONLY",1,3,4,4,0,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Land Rover","Arazi, SUV & Pickup","Range Rover",true,"LIMITED","CURRENT_ONLY",1,4,3,5,0,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Jeep","Arazi, SUV & Pickup","Avenger",true,"YES","CURRENT_ONLY",0,3,2,0,3,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Jeep","Arazi, SUV & Pickup","Compass",true,"YES","PARTIAL",1,2,3,0,4,0,0,0,true,""
"Jeep","Arazi, SUV & Pickup","Renegade",true,"LIMITED","PARTIAL",1,3,2,0,4,1,0,0,true,""
"Jeep","Arazi, SUV & Pickup","Wrangler",true,"LIMITED","PARTIAL",1,1,1,0,1,1,0,0,true,""
"Mitsubishi","Arazi, SUV & Pickup","ASX",true,"LIMITED","PARTIAL",1,2,3,0,4,1,0,0,true,""
"Mitsubishi","Arazi, SUV & Pickup","Eclipse Cross",true,"LIMITED","PARTIAL",1,4,3,0,4,1,0,0,true,""
"Mitsubishi","Arazi, SUV & Pickup","L200",true,"LIMITED","PARTIAL",1,6,4,0,6,1,0,0,true,""
"Mitsubishi","Otomobil","Space Star",true,"LIMITED","CURRENT_ONLY",0,1,1,0,1,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
