currentCategoryId,currentName,targetPath,action,riskLevel,listingCount,productCount,sellerOfferCount,applicationBucket,bucketReason,notes
cmsg3xg3w001juzdc5c71p9y9,Şarj Kablosu,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Şarj Kablosu,MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,move from parent 'Cep Telefonu & Aksesuar' → 'Telefon Aksesuarları'
,,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Kablosuz Şarj Cihazı,CREATE_NEW,MEDIUM,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,may receive records from split: split group: phones vs accessories by title/attrs
,,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Powerbank,CREATE_NEW,MEDIUM,0,0,0,MANUAL_APPROVAL,create blocked — EXACT db match,may receive records from split: title keyword: powerbank|şarj|adaptör
,,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Araç İçi Telefon Tutucu,CREATE_NEW,MEDIUM,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,may receive records from split: split group: phones vs accessories by title/attrs
,,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Masaüstü Telefon Standı,CREATE_NEW,MEDIUM,0,0,0,SAFE_AUTOMATIC,validated no-match create,may receive records from split: split group: phones vs accessories by title/attrs
,,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Selfie Çubuğu,CREATE_NEW,MEDIUM,0,0,0,SAFE_AUTOMATIC,validated no-match create,may receive records from split: split group: phones vs accessories by title/attrs
,,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Bluetooth Kulaklık,CREATE_NEW,MEDIUM,0,0,0,MANUAL_APPROVAL,create blocked — EXACT db match,may receive records from split: manual — bluetooth vs general headphone taxonomy
,,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Kablolu Kulaklık,CREATE_NEW,MEDIUM,0,0,0,SAFE_AUTOMATIC,validated no-match create,may receive records from split: split group: phones vs accessories by title/attrs
,,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Telefon Yedek Parça,CREATE_NEW,MEDIUM,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,may receive records from split: split group: phones vs accessories by title/attrs
,,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
cmsg3xhtq00c1uzdc4pz4iwjp,Akıllı Saat,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › Akıllı Saat,MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,"move from parent 'Saat, Takı & Mücevher' → 'Giyilebilir Teknoloji'"
cmsg3xg2w001buzdcs386yyc7,Akıllı Bileklik,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › Akıllı Bileklik,MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,move from parent 'Cep Telefonu & Aksesuar' → 'Giyilebilir Teknoloji'
,,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › Çocuk Akıllı Saati,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › Akıllı Yüzük,CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › GPS Takip Cihazı,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Telefon ve Aksesuar › İletişim Cihazları,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Telsiz,CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,
,,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Sabit Telefon,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › IP Telefon,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Uydu Telefonu,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Çağrı Cihazı,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
cmsg4wozg001zuzxwvdh4i8ko,Bilgisayar ve Tablet,Elektronik › Bilgisayar ve Tablet,KEEP,LOW,0,0,0,SAFE_AUTOMATIC,exact keep,
cms93j5le001zuz3ggzyxcy3i,Bilgisayar,Elektronik › Bilgisayar ve Tablet › Bilgisayar,KEEP,LOW,1,0,0,SAFE_AUTOMATIC,exact keep,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar › Dizüstü Bilgisayar,CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — HIGH db match,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar › Masaüstü Bilgisayar,CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar › Mini PC,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
cmsg3xgds002luzdcunyr48xv,All-in-One Bilgisayar,Elektronik › Bilgisayar ve Tablet › Bilgisayar › All-in-One Bilgisayar,KEEP,LOW,0,0,0,SAFE_AUTOMATIC,exact keep,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar › İş İstasyonu,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
cmsg3xgck002juzdciuwluxwt,Oyuncu Bilgisayarı,Elektronik › Bilgisayar ve Tablet › Bilgisayar › Oyuncu Bilgisayarı,KEEP,LOW,0,0,0,SAFE_AUTOMATIC,exact keep,
,,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap,CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
cms93j5ll0021uz3gnjo77yku,Tablet,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › Tablet,MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,move from parent 'Bilgisayar ve Tablet' → 'Tablet ve E-Kitap'
cmsg3xgh4002zuzdcug43agde,Grafik Tablet,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › Grafik Tablet,MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,move from parent 'Bilgisayar' → 'Tablet ve E-Kitap'
,,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › E-Kitap Okuyucu,CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › Çocuk Tableti,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › İşlemci,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Anakart,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Ekran Kartı,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › RAM,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › SSD,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Hard Disk,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Bilgisayar Kasası,CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Güç Kaynağı,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › İşlemci Soğutucu,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Kasa Fanı,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Optik Sürücü,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Capture Card,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
cmsg3xgez002nuzdczxrlb459,Monitör,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Monitör,MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,move from parent 'Bilgisayar' → 'Bilgisayar Çevre Birimleri'
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Klavye,CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Mouse,CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Klavye-Mouse Seti,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
cmsg3xghf0031uzdc7l4o9i5g,Webcam,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Webcam,MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,move from parent 'Bilgisayar' → 'Bilgisayar Çevre Birimleri'
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Mikrofon,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Hoparlör,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Kulaklık,CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Yazıcı,CREATE_NEW,MEDIUM,0,0,0,MANUAL_APPROVAL,create blocked — EXACT db match,may receive records from split: title keyword: yazıcı|tarayıcı|scanner
cmsg3xghx0033uzdcm9l8d1sz,Tarayıcı,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Tarayıcı,MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,move from parent 'Bilgisayar' → 'Bilgisayar Çevre Birimleri'
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Projeksiyon Cihazı,CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Modem,CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Router,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Access Point,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Mesh Wi-Fi Sistemi,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Switch,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Range Extender,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Powerline Adaptör,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Ağ Kartı,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Anten,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Ethernet Kablosu,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › USB Bellek,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › Hafıza Kartı,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › Harici SSD,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › Harici Hard Disk,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › NAS,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › Kart Okuyucu,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Laptop Çantası,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Laptop Standı,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Soğutucu,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Docking Station,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › USB Hub,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Adaptör,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Kablo ve Dönüştürücü,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Mouse Pad,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Monitör Kolu,CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › KVM Switch,CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses",CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — EXACT db match,
cmsg3xglw003luzdcxpoenrxj,Televizyon,"Elektronik › Televizyon, Görüntü ve Ses › Televizyon",MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,"move from parent 'TV, Görüntü ve Ses' → 'Televizyon, Görüntü ve Ses'"
,,"Elektronik › Televizyon, Görüntü ve Ses › Televizyon › LED Televizyon",CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,"Elektronik › Televizyon, Görüntü ve Ses › Televizyon › QLED Televizyon",CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,"Elektronik › Televizyon, Görüntü ve Ses › Televizyon › OLED Televizyon",CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,"Elektronik › Televizyon, Görüntü ve Ses › Televizyon › Mini LED Televizyon",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Televizyon › Taşınabilir Televizyon",CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › TV Askı Aparatı",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › TV Kumandası",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › Uydu Alıcısı",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › Android TV Box",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › Apple TV ve Medya Oynatıcı",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › HDMI Kablo",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › TV Anteni",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Soundbar",CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,
,,"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Ev Sinema Sistemi",CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — EXACT db match,
,,"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Hi-Fi Sistem",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Bluetooth Hoparlör",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Taşınabilir Hoparlör",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Amfi",CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,
,,"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Subwoofer",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Hoparlör Seti",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık",CREATE_NEW,MEDIUM,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,may receive records from split: manual — bluetooth vs general headphone taxonomy
,,"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › TWS Kulaklık",CREATE_NEW,MEDIUM,0,0,0,SAFE_AUTOMATIC,validated no-match create,may receive records from split: manual — bluetooth vs general headphone taxonomy
,,"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Kulak Üstü Kulaklık",CREATE_NEW,MEDIUM,0,0,0,SAFE_AUTOMATIC,validated no-match create,may receive records from split: manual — bluetooth vs general headphone taxonomy
,,"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Oyuncu Kulaklığı",CREATE_NEW,MEDIUM,0,0,0,SAFE_AUTOMATIC,validated no-match create,may receive records from split: manual — bluetooth vs general headphone taxonomy
,,"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Stüdyo Kulaklığı",CREATE_NEW,MEDIUM,0,0,0,SAFE_AUTOMATIC,validated no-match create,may receive records from split: manual — bluetooth vs general headphone taxonomy
,,"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Spor Kulaklığı",CREATE_NEW,MEDIUM,0,0,0,SAFE_AUTOMATIC,validated no-match create,may receive records from split: manual — bluetooth vs general headphone taxonomy
,,"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Projeksiyon Cihazı",CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Projeksiyon Perdesi",CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Sunum Kumandası",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Projeksiyon Askı Aparatı",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",CREATE_NEW,LOW,0,0,0,SAFE_WITH_TRANSACTION,create needs batch review,
,,"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Dijital Fotoğraf Makinesi",CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,
,,"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Aksiyon Kamerası",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
cmsg3xh97008huzdcjuq4i74a,Video Kamera,"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Video Kamera",MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,move from parent 'Fotoğraf ve Kamera' → 'Fotoğraf ve Video'
cmsg3xh9e008juzdco4aldnox,Drone,"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Drone",MOVE,LOW,0,0,0,SAFE_AUTOMATIC,empty move preserve id,move from parent 'Fotoğraf ve Kamera' → 'Fotoğraf ve Video'
,,"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Lens",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Tripod",CREATE_NEW,LOW,0,0,0,MANUAL_APPROVAL,create blocked — MEDIUM db match,
,,"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Gimbal",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Fotoğraf Çantası",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
,,"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Flaş",CREATE_NEW,LOW,0,0,0,SAFE_AUTOMATIC,validated no-match create,
