categoryId,name,path,classification,revisedAction,reason,listingCount,productCount
cmsg3xh5j007nuzdcxy5fxy14,Dikiş & Ütü Makinesi,sifir-urun/sifir-urun-ev-elektronigi/utu-makinesi,B_ALIAS_OR_REVIEW,MANUAL_REVIEW,possible alias/move MEDIUM → Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş,0,0
cmsg3xh5t007puzdcry188nlg,Su Arıtma,sifir-urun/sifir-urun-ev-elektronigi/su-aritma,B_ALIAS_OR_REVIEW,RENAME,semantic match EXACT score=1.00 → Mutfak ve Sofra › Su Arıtma,0,0
cmsg3xh63007ruzdcbu03rqaf,Diğer,sifir-urun/sifir-urun-ev-elektronigi/diger-ev-elektronik,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhbr0091uzdckxwp3a3v,Elektronik Komponent,sifir-urun/sifir-urun-teknik-elektronik/elektronik-komponent,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhc40093uzdceipe4zr2,Arduino / Raspberry / Maker,sifir-urun/sifir-urun-teknik-elektronik/arduino-raspberry,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhcb0095uzdcxn7vhwj9,Ölçüm Cihazı,sifir-urun/sifir-urun-teknik-elektronik/olcum-cihazi,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhch0097uzdcjbgb4iw3,Güvenlik Kamerası,sifir-urun/sifir-urun-teknik-elektronik/guvenlik-kamera,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhcq0099uzdcuueznmxr,Telsiz & Haberleşme,sifir-urun/sifir-urun-teknik-elektronik/telsiz-haberlesme,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhd1009buzdc8hh06x88,Diğer,sifir-urun/sifir-urun-teknik-elektronik/diger-teknik,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhgr00a3uzdcm2l6v0bz,Kadın Giyim,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/kadin-giyim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhgx00a5uzdcibdkfgcj,Erkek Giyim,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/erkek-giyim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhhc00a9uzdc398gz2xm,"Mont, Ceket & Kaban",sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/ust-giyim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhhu00abuzdcpst0lb76,Pantolon & Etek,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/alt-giyim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhia00afuzdc1ks2rfgz,Spor Giyim,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/spor-giyim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhil00ahuzdcjltxgunu,İç Giyim & Pijama,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/ic-giyim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhix00ajuzdcfuswu4rw,"Şapka, Atkı & Kemer",sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/aksesuar-giyim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xht900bzuzdccxs5ex1b,Kol Saati,sifir-urun/sifir-urun-saat-taki/kol-saati,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhv900cbuzdcisdc2s26,Takı Seti,sifir-urun/sifir-urun-saat-taki/set-taki,C_ADD_TO_TARGET,ADD_TO_TARGET_TREE,Saat/Takı — Moda veya Elektronik altında eksik olabilir; ADD önerisi,0,0
cmsg3xhy400cruzdccxizc257,Cilt Bakım,sifir-urun/sifir-urun-kisisel-bakim/cilt-bakim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhyt00cvuzdcyh6vkq2u,Saç Bakım,sifir-urun/sifir-urun-kisisel-bakim/sac-bakim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhzf00czuzdcqmfrn5tv,Tıraş & Epilasyon,sifir-urun/sifir-urun-kisisel-bakim/tiras-epilasyon,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xhzx00d1uzdc1jtbzbr0,Ağız Bakım,sifir-urun/sifir-urun-kisisel-bakim/agiz-bakim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xi0g00d3uzdc7by3vyg5,Erkek Bakım,sifir-urun/sifir-urun-kisisel-bakim/erkek-bakim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xi4600dnuzdcgi3tt8qc,Oto Koltuğu,sifir-urun/sifir-urun-anne-bebek/oto-koltugu,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xi5000dtuzdckoicrtic,Bebek Bakım,sifir-urun/sifir-urun-anne-bebek/bebek-bakim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xi5700dvuzdc3a9u7zee,Bebek Oyuncak,sifir-urun/sifir-urun-anne-bebek/oyuncak-bebek,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xi5g00dxuzdc8oboyx8d,Emzirme & Beslenme,sifir-urun/sifir-urun-anne-bebek/emzirme,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xi5u00dzuzdco0d1bm39,Hamile Giyim,sifir-urun/sifir-urun-anne-bebek/hamile,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xidu00fhuzdc6focam1e,Bahçe Aletleri,sifir-urun/sifir-urun-bahce-yapi-market/bahce-aletleri,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xie000fjuzdcl9asgi0c,Çim Biçme & Budama,sifir-urun/sifir-urun-bahce-yapi-market/cayir-bicme,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xie900fluzdccz8unian,Sulama Sistemi,sifir-urun/sifir-urun-bahce-yapi-market/sulama,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xief00fnuzdc3s4lvqk4,Yapı Malzemesi,sifir-urun/sifir-urun-bahce-yapi-market/yapi-malzeme,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xiem00fpuzdckq3kn6k7,El Aleti & Takım,sifir-urun/sifir-urun-bahce-yapi-market/el-aleti,C_ADD_TO_TARGET,ADD_TO_TARGET_TREE,Saat/Takı — Moda veya Elektronik altında eksik olabilir; ADD önerisi,0,0
cmsg3xieu00fruzdc4gz0bgd9,Elektrikli El Aleti,sifir-urun/sifir-urun-bahce-yapi-market/elektrikli-el-aleti,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xif100ftuzdcqa93t5bv,Boya & Yalıtım,sifir-urun/sifir-urun-bahce-yapi-market/boya-yalitim,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xif800fvuzdcsqbt481c,Tesisat Malzemesi,sifir-urun/sifir-urun-bahce-yapi-market/tesisat,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xi9k00enuzdc5ikopwip,Dekoratif Ürünler,sifir-urun/ev-ve-yasam/ev-dekorasyon-mobilya/ev-dekorasyon/dekoratif,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xi9v00epuzdc8gn4b9jg,Mutfak Gereçleri,sifir-urun/ev-ve-yasam/ev-dekorasyon-mobilya/ev-dekorasyon/mutfak-gerecleri,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xia700eruzdcy6di2hub,Banyo Ürünleri,sifir-urun/ev-ve-yasam/ev-dekorasyon-mobilya/ev-dekorasyon/banyo,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xiat00evuzdcfoa0iohd,Perde & Stor,sifir-urun/ev-ve-yasam/ev-dekorasyon-mobilya/ev-dekorasyon/perde,B_ALIAS_OR_REVIEW,MANUAL_REVIEW,possible alias/move MEDIUM → Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Stor Perde,0,0
cmsg3xiii00gjuzdc154c9rvm,Fitness & Kondisyon,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor/fitness,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xij600gnuzdc31ls39f2,Kamp & Outdoor,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor/kamp-outdoor,D_REPARENT,MOVE,semantic match HIGH score=1.00 → Spor ve Outdoor › Outdoor ve Kamp,0,0
cmsg3xijd00gpuzdc97wucurg,Yürüyüş & Koşu,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor/yuruyus-kosu,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xik000gvuzdc7lrq1uge,Tenis / Badminton / Masa Tenisi,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor/raket-sporlari,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xikg00gzuzdcp7yjr242,Kış Sporları,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor/kis-sporlari,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xind00hluzdcp0zt0e1x,LEGO & Yapboz,sifir-urun/sifir-urun-hobi-oyuncak/lego-yapboz,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xinl00hnuzdcw45go9ys,Modelcilik & RC,sifir-urun/sifir-urun-hobi-oyuncak/modelcilik,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xint00hpuzdc2gnpn0a9,Figür & Koleksiyon,sifir-urun/sifir-urun-hobi-oyuncak/koleksiyon-figur,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xioe00htuzdcdxytvp0z,Pelüş,sifir-urun/sifir-urun-hobi-oyuncak/pelus,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xiol00hvuzdc1qili42a,Kutu Oyunu,sifir-urun/sifir-urun-hobi-oyuncak/board-game,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xiou00hxuzdcultde43w,Hobi Malzemesi,sifir-urun/sifir-urun-hobi-oyuncak/hobi-malzeme,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xip200hzuzdcwrshzgvc,Diğer,sifir-urun/sifir-urun-hobi-oyuncak/diger-hobi,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xiqu00iduzdceexrp97a,Ders Kitabı & Sınav,sifir-urun/sifir-urun-kitap-dergi-film/ders-kitabi,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xir300ifuzdc6b1gd7z8,Dergi,sifir-urun/sifir-urun-kitap-dergi-film/dergi,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
cmsg3xire00ihuzdc9o46387r,DVD / Blu-ray,sifir-urun/sifir-urun-kitap-dergi-film/dvd-bluray,A_OBSOLETE,ARCHIVE_CONFIRMED,no semantic target; no commercial rows; only CategoryBrand/Attribute/Model links (seed) — archive with link cleanup in transaction,0,0
