categoryPath,zeroRootMode,secondHandRootMode,classicListingAllowed,catalogOfferAllowed,reason,notes
Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › Akıllı Yüzük,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › GPS Takip Cihazı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Telsiz,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Sabit Telefon,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Telefon ve Aksesuar › İletişim Cihazları › IP Telefon,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Uydu Telefonu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Çağrı Cihazı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar › Dizüstü Bilgisayar,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar › Masaüstü Bilgisayar,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar › Mini PC,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar › All-in-One Bilgisayar,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar › İş İstasyonu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar › Oyuncu Bilgisayarı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › Tablet,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › Grafik Tablet,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › E-Kitap Okuyucu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › Çocuk Tableti,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › İşlemci,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Anakart,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Ekran Kartı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › RAM,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › SSD,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Hard Disk,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Bilgisayar Kasası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Güç Kaynağı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › İşlemci Soğutucu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Kasa Fanı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Optik Sürücü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Capture Card,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Monitör,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Klavye,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Mouse,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Klavye-Mouse Seti,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Webcam,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Mikrofon,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Hoparlör,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Kulaklık,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Yazıcı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Tarayıcı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Projeksiyon Cihazı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Modem,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Router,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Access Point,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Mesh Wi-Fi Sistemi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Switch,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Range Extender,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Powerline Adaptör,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Ağ Kartı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Anten,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Ethernet Kablosu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › USB Bellek,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › Hafıza Kartı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › Harici SSD,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › Harici Hard Disk,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › NAS,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Depolama ve Bellek › Kart Okuyucu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Laptop Çantası,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Laptop Standı,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Soğutucu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Docking Station,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › USB Hub,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Adaptör,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Kablo ve Dönüştürücü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Mouse Pad,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Monitör Kolu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › KVM Switch,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Televizyon › LED Televizyon",CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Televizyon › QLED Televizyon",CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Televizyon › OLED Televizyon",CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Televizyon › Mini LED Televizyon",CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Televizyon › Taşınabilir Televizyon",CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › TV Askı Aparatı",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › TV Kumandası",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › Uydu Alıcısı",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › Android TV Box",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › Apple TV ve Medya Oynatıcı",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › HDMI Kablo",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › TV Aksesuarları › TV Anteni",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Soundbar",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Ev Sinema Sistemi",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Hi-Fi Sistem",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Bluetooth Hoparlör",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Taşınabilir Hoparlör",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Amfi",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Subwoofer",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Ses Sistemleri › Hoparlör Seti",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › TWS Kulaklık",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Kulak Üstü Kulaklık",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Oyuncu Kulaklığı",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Stüdyo Kulaklığı",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Spor Kulaklığı",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Projeksiyon Cihazı",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Projeksiyon Perdesi",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Sunum Kumandası",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Projeksiyon Askı Aparatı",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Dijital Fotoğraf Makinesi",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Aksiyon Kamerası",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Video Kamera",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Drone",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Lens",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Tripod",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Gimbal",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Fotoğraf Çantası",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Flaş",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Işık ve Softbox",BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Kamera Aksesuarı",BOTH,BOTH,true,true,heuristic leaf policy; zero=BOTH secondHand=BOTH,
Elektronik › Oyun ve Konsol › Oyun Konsolu › PlayStation,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyun Konsolu › Xbox,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyun Konsolu › Nintendo Switch,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyun Konsolu › El Konsolu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyun Konsolu › Retro Oyun Konsolu,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › Gamepad,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › Direksiyon Seti,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › VR Gözlük,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › Şarj İstasyonu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › Konsol Kulaklığı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › Taşıma Çantası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyunlar › PlayStation Oyunları,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyunlar › Xbox Oyunları,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyunlar › Nintendo Oyunları,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyunlar › PC Oyunları,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Oyuncu Klavyesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Oyuncu Mouse,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Oyuncu Monitörü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Oyuncu Koltuğu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Oyuncu Masası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
