categoryId,categoryName,categoryPath,brandCount,issueType,sampleBrands,missingCoreBrands,allowUnbrandedSuggested,brandRequiredSuggested,recommendation,mutateDb
cmsg3xgbp002huzdcc5tcrs10,Masaüstü,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/masaustu,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgck002juzdciuwluxwt,Oyuncu Bilgisayarı,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/oyun-bilgisayari,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgds002luzdcunyr48xv,All-in-One Bilgisayar,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/all-in-one,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgez002nuzdczxrlb459,Monitör,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/monitor,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgfp002puzdcg7jmoiov,Yazıcı & Tarayıcı,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/yazici-tarayici,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgg0002ruzdcqrjb1co0,"Parça (RAM, SSD, Ekran Kartı…)",sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/bilgisayar-parcasi,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgg9002tuzdctxioz346,"Klavye, Mouse & Çevre Birimi",sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/cevre-birimi,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xggl002vuzdc797cj1tk,Network & Modem,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/network,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xggw002xuzdcmr7bli1s,Yazılım,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/yazilim,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgh4002zuzdcug43agde,Grafik Tablet,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/grafik-tablet,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xghf0031uzdc7l4o9i5g,Webcam,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/webcam,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xghx0033uzdcm9l8d1sz,Tarayıcı,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/tarayici,24,REVIEW,Apple;Samsung;Huawei;Casper;Diğer;Asus;Lenovo;HP;Dell;Acer;MSI;Monster,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cms93j5nc002juz3g4cu8n2z7,Ayakkabı & Çanta,sifir-urun/sifir-urun-ayakkabi-canta,20,REVIEW,Diğer;Nike;Adidas;Puma;New Balance;Tommy Hilfiger;Skechers;Converse;Vans;Reebok;Asics;Timberland,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cms93j5nq002nuz3g1h9mrras,Kişisel Bakım & Kozmetik,sifir-urun/sifir-urun-kisisel-bakim,30,TOO_MANY_BRANDS,Diğer;Philips;Braun;Dyson;Calvin Klein;L'Oréal;Maybelline;Garnier;Nivea;Neutrogena;La Roche-Posay;Vichy,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cms93j5ny002puz3ghofscas0,Anne & Bebek,sifir-urun/sifir-urun-anne-bebek,21,REVIEW,Diğer;Koton;LC Waikiki;Defacto;Chicco;Joie;Cybex;Maxi-Cosi;Britax Römer;Kraft;Baby Plus;Philips Avent,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cms93j5oc002tuz3gqj1lq1rr,Bahçe & Yapı Market,sifir-urun/sifir-urun-bahce-yapi-market,20,REVIEW,Diğer;Marshall;Bosch;Kärcher;Makita;DeWalt;Stanley;Black+Decker;Einhell;Milwaukee;Ryobi;Metabo,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cms93j5l8001xuz3gsasrgk49,Cep Telefonu & Aksesuar,sifir-urun/elektronik/telefon-ve-aksesuar/cep-telefonu,30,TOO_MANY_BRANDS,Apple;Samsung;Xiaomi;Huawei;Oppo;Vivo;Realme;Honor;Tecno;Infinix;Google;OnePlus,,false,true,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgtp0051uzdc0u6fpuz1,Çamaşır Makinesi,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/camasir-makinesi,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,true,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgtz0053uzdc41141s2x,Bulaşık Makinesi,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/bulasik-makinesi,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgu60055uzdc4mielfdh,Kurutma Makinesi,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/kurutma-makinesi,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xguk0057uzdckk84z04k,Fırın & Ocak,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/firin-ocak,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgur0059uzdcp093xrys,Davlumbaz,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/davulumba,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xguy005buzdc5161xfqn,Klima,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/klima,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgv7005duzdc7yd6gsvx,Kombi & Termosifon,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/kombi-termosifon,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgve005fuzdcqx1ux0ep,Diğer,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/diger-beyaz-esya,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,true,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgvm005huzdcjd0j97tj,Tek Kapılı Buzdolabı,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/tek-kapili,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,true,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgvz005juzdc4tdlnfvm,Çift Kapılı Buzdolabı,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/cift-kapili,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,true,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgwd005luzdczbg5qdwz,No Frost,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/no-frost,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgwl005nuzdcgpl7tkao,Gardırop Tipi,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/gardirop-tipi,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xgwt005puzdcbxzwlbt4,Mini Buzdolabı,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/mini-buzdolabi,29,TOO_MANY_BRANDS,Samsung;Diğer;LG;Vestel;Arçelik;Grundig;Beko;Bosch;Siemens;Profilo;Regal;Altus,,false,true,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhgr00a3uzdcm2l6v0bz,Kadın Giyim,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/kadin-giyim,26,TOO_MANY_BRANDS,Diğer;Nike;Adidas;Puma;New Balance;Under Armour;Lacoste;Tommy Hilfiger;Calvin Klein;Levi's;Mavi;Koton,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhgx00a5uzdcibdkfgcj,Erkek Giyim,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/erkek-giyim,26,TOO_MANY_BRANDS,Diğer;Nike;Adidas;Puma;New Balance;Under Armour;Lacoste;Tommy Hilfiger;Calvin Klein;Levi's;Mavi;Koton,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhh400a7uzdc7nuyslyj,Çocuk Giyim,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/cocuk-giyim,26,TOO_MANY_BRANDS,Diğer;Nike;Adidas;Puma;New Balance;Under Armour;Lacoste;Tommy Hilfiger;Calvin Klein;Levi's;Mavi;Koton,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhhc00a9uzdc398gz2xm,"Mont, Ceket & Kaban",sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/ust-giyim,26,TOO_MANY_BRANDS,Diğer;Nike;Adidas;Puma;New Balance;Under Armour;Lacoste;Tommy Hilfiger;Calvin Klein;Levi's;Mavi;Koton,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhhu00abuzdcpst0lb76,Pantolon & Etek,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/alt-giyim,26,TOO_MANY_BRANDS,Diğer;Nike;Adidas;Puma;New Balance;Under Armour;Lacoste;Tommy Hilfiger;Calvin Klein;Levi's;Mavi;Koton,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhi300aduzdcoo5b0ti3,Elbise,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/elbise,26,TOO_MANY_BRANDS,Diğer;Nike;Adidas;Puma;New Balance;Under Armour;Lacoste;Tommy Hilfiger;Calvin Klein;Levi's;Mavi;Koton,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhia00afuzdc1ks2rfgz,Spor Giyim,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/spor-giyim,26,TOO_MANY_BRANDS,Diğer;Nike;Adidas;Puma;New Balance;Under Armour;Lacoste;Tommy Hilfiger;Calvin Klein;Levi's;Mavi;Koton,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhil00ahuzdcjltxgunu,İç Giyim & Pijama,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/ic-giyim,26,TOO_MANY_BRANDS,Diğer;Nike;Adidas;Puma;New Balance;Under Armour;Lacoste;Tommy Hilfiger;Calvin Klein;Levi's;Mavi;Koton,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhix00ajuzdcfuswu4rw,"Şapka, Atkı & Kemer",sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/aksesuar-giyim,26,TOO_MANY_BRANDS,Diğer;Nike;Adidas;Puma;New Balance;Under Armour;Lacoste;Tommy Hilfiger;Calvin Klein;Levi's;Mavi;Koton,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhjp00apuzdctzq13btm,Jean,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/jean,26,TOO_MANY_BRANDS,Diğer;Nike;Adidas;Puma;New Balance;Under Armour;Lacoste;Tommy Hilfiger;Calvin Klein;Levi's;Mavi;Koton,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhmd00b7uzdcz4m6bkjp,Kadın Ayakkabı,sifir-urun/sifir-urun-ayakkabi-canta/kadin-ayakkabi,20,REVIEW,Diğer;Nike;Adidas;Puma;New Balance;Tommy Hilfiger;Skechers;Converse;Vans;Reebok;Asics;Timberland,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhmm00b9uzdco6vry46j,Erkek Ayakkabı,sifir-urun/sifir-urun-ayakkabi-canta/erkek-ayakkabi,20,REVIEW,Diğer;Nike;Adidas;Puma;New Balance;Tommy Hilfiger;Skechers;Converse;Vans;Reebok;Asics;Timberland,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhmx00bbuzdcdbqnd7ro,Çocuk Ayakkabı,sifir-urun/sifir-urun-ayakkabi-canta/cocuk-ayakkabi,20,REVIEW,Diğer;Nike;Adidas;Puma;New Balance;Tommy Hilfiger;Skechers;Converse;Vans;Reebok;Asics;Timberland,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhn900bduzdc4916aq2p,Spor Ayakkabı,sifir-urun/sifir-urun-ayakkabi-canta/spor-ayakkabi,20,REVIEW,Diğer;Nike;Adidas;Puma;New Balance;Tommy Hilfiger;Skechers;Converse;Vans;Reebok;Asics;Timberland,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhnl00bfuzdc46yu1kv0,Bot & Çizme,sifir-urun/sifir-urun-ayakkabi-canta/bot-cizme,20,REVIEW,Diğer;Nike;Adidas;Puma;New Balance;Tommy Hilfiger;Skechers;Converse;Vans;Reebok;Asics;Timberland,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhny00bhuzdc76u18q3l,Çanta & Bavul,sifir-urun/sifir-urun-ayakkabi-canta/canta,20,REVIEW,Diğer;Nike;Adidas;Puma;New Balance;Tommy Hilfiger;Skechers;Converse;Vans;Reebok;Asics;Timberland,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhot00bjuzdc6l7jez5s,Cüzdan & Kartlık,sifir-urun/sifir-urun-ayakkabi-canta/cuzdan,20,REVIEW,Diğer;Nike;Adidas;Puma;New Balance;Tommy Hilfiger;Skechers;Converse;Vans;Reebok;Asics;Timberland,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhy400cruzdccxizc257,Cilt Bakım,sifir-urun/sifir-urun-kisisel-bakim/cilt-bakim,30,TOO_MANY_BRANDS,Diğer;Philips;Braun;Dyson;Calvin Klein;L'Oréal;Maybelline;Garnier;Nivea;Neutrogena;La Roche-Posay;Vichy,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhyf00ctuzdcm9bwb7zp,Makyaj,sifir-urun/sifir-urun-kisisel-bakim/makyaj,30,TOO_MANY_BRANDS,Diğer;Philips;Braun;Dyson;Calvin Klein;L'Oréal;Maybelline;Garnier;Nivea;Neutrogena;La Roche-Posay;Vichy,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhyt00cvuzdcyh6vkq2u,Saç Bakım,sifir-urun/sifir-urun-kisisel-bakim/sac-bakim,30,TOO_MANY_BRANDS,Diğer;Philips;Braun;Dyson;Calvin Klein;L'Oréal;Maybelline;Garnier;Nivea;Neutrogena;La Roche-Posay;Vichy,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhz400cxuzdciifr9h0d,Parfüm,sifir-urun/sifir-urun-kisisel-bakim/parfum,30,TOO_MANY_BRANDS,Diğer;Philips;Braun;Dyson;Calvin Klein;L'Oréal;Maybelline;Garnier;Nivea;Neutrogena;La Roche-Posay;Vichy,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhzf00czuzdcqmfrn5tv,Tıraş & Epilasyon,sifir-urun/sifir-urun-kisisel-bakim/tiras-epilasyon,30,TOO_MANY_BRANDS,Diğer;Philips;Braun;Dyson;Calvin Klein;L'Oréal;Maybelline;Garnier;Nivea;Neutrogena;La Roche-Posay;Vichy,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xhzx00d1uzdc1jtbzbr0,Ağız Bakım,sifir-urun/sifir-urun-kisisel-bakim/agiz-bakim,30,TOO_MANY_BRANDS,Diğer;Philips;Braun;Dyson;Calvin Klein;L'Oréal;Maybelline;Garnier;Nivea;Neutrogena;La Roche-Posay;Vichy,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xi0g00d3uzdc7by3vyg5,Erkek Bakım,sifir-urun/sifir-urun-kisisel-bakim/erkek-bakim,30,TOO_MANY_BRANDS,Diğer;Philips;Braun;Dyson;Calvin Klein;L'Oréal;Maybelline;Garnier;Nivea;Neutrogena;La Roche-Posay;Vichy,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xi3y00dluzdcfsac7kp9,Bebek Arabası,sifir-urun/sifir-urun-anne-bebek/bebek-arabasi,21,REVIEW,Diğer;Koton;LC Waikiki;Defacto;Chicco;Joie;Cybex;Maxi-Cosi;Britax Römer;Kraft;Baby Plus;Philips Avent,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xi4600dnuzdcgi3tt8qc,Oto Koltuğu,sifir-urun/sifir-urun-anne-bebek/oto-koltugu,21,REVIEW,Diğer;Koton;LC Waikiki;Defacto;Chicco;Joie;Cybex;Maxi-Cosi;Britax Römer;Kraft;Baby Plus;Philips Avent,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xi4g00dpuzdcwf1zmmz4,Mama Sandalyesi,sifir-urun/sifir-urun-anne-bebek/mama-sandalyesi,21,REVIEW,Diğer;Koton;LC Waikiki;Defacto;Chicco;Joie;Cybex;Maxi-Cosi;Britax Römer;Kraft;Baby Plus;Philips Avent,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xi4q00druzdcxs7xxhsf,Bebek Giyim,sifir-urun/sifir-urun-anne-bebek/bebek-giyim,21,REVIEW,Diğer;Koton;LC Waikiki;Defacto;Chicco;Joie;Cybex;Maxi-Cosi;Britax Römer;Kraft;Baby Plus;Philips Avent,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xi5000dtuzdckoicrtic,Bebek Bakım,sifir-urun/sifir-urun-anne-bebek/bebek-bakim,21,REVIEW,Diğer;Koton;LC Waikiki;Defacto;Chicco;Joie;Cybex;Maxi-Cosi;Britax Römer;Kraft;Baby Plus;Philips Avent,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xi5700dvuzdc3a9u7zee,Bebek Oyuncak,sifir-urun/sifir-urun-anne-bebek/oyuncak-bebek,21,REVIEW,Diğer;Koton;LC Waikiki;Defacto;Chicco;Joie;Cybex;Maxi-Cosi;Britax Römer;Kraft;Baby Plus;Philips Avent,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xi5g00dxuzdc8oboyx8d,Emzirme & Beslenme,sifir-urun/sifir-urun-anne-bebek/emzirme,21,REVIEW,Diğer;Koton;LC Waikiki;Defacto;Chicco;Joie;Cybex;Maxi-Cosi;Britax Römer;Kraft;Baby Plus;Philips Avent,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xi5u00dzuzdco0d1bm39,Hamile Giyim,sifir-urun/sifir-urun-anne-bebek/hamile,21,REVIEW,Diğer;Koton;LC Waikiki;Defacto;Chicco;Joie;Cybex;Maxi-Cosi;Britax Römer;Kraft;Baby Plus;Philips Avent,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xidn00ffuzdcpytj2evl,Bahçe Mobilyası,sifir-urun/sifir-urun-bahce-yapi-market/bahce-mobilyasi,20,REVIEW,Diğer;Marshall;Bosch;Kärcher;Makita;DeWalt;Stanley;Black+Decker;Einhell;Milwaukee;Ryobi;Metabo,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
cmsg3xidu00fhuzdc6focam1e,Bahçe Aletleri,sifir-urun/sifir-urun-bahce-yapi-market/bahce-aletleri,20,REVIEW,Diğer;Marshall;Bosch;Kärcher;Makita;DeWalt;Stanley;Black+Decker;Einhell;Milwaukee;Ryobi;Metabo,,false,false,Cap featured brands; keep allowUnbranded policy explicit,false
