categoryPath,parentPath,siblingCount,issues,recommendMerge,notes
Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Capture Card,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,12,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Monitör,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Klavye,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Mouse,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Klavye-Mouse Seti,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Webcam,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Mikrofon,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,same_sense_duplicate_leaf|micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Hoparlör,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Kulaklık,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Yazıcı,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,same_sense_duplicate_leaf|micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Tarayıcı,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Projeksiyon Cihazı,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,11,same_sense_duplicate_leaf|micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Modem,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Router,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Access Point,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Mesh Wi-Fi Sistemi,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Switch,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,10,same_sense_duplicate_leaf|micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Range Extender,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Powerline Adaptör,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Ağ Kartı,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Anten,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet › Ethernet Kablosu,Elektronik › Bilgisayar ve Tablet › Ağ ve İnternet,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Laptop Çantası,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,10,same_sense_duplicate_leaf|micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Laptop Standı,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Soğutucu,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Docking Station,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › USB Hub,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Adaptör,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Kablo ve Dönüştürücü,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Mouse Pad,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › Monitör Kolu,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,10,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları › KVM Switch,Elektronik › Bilgisayar ve Tablet › Bilgisayar Aksesuarları,10,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Dijital Fotoğraf Makinesi","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Aksiyon Kamerası","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Video Kamera","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Drone","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Lens","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Tripod","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Gimbal","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Fotoğraf Çantası","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Flaş","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Işık ve Softbox","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Kamera Aksesuarı","Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video",11,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › IP Kamera,Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri,9,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Analog Kamera,Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri,9,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Kamera Kayıt Cihazı,Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri,9,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Alarm Sistemi,Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri,9,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Hareket Sensörü,Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri,9,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Kapı-Pencere Sensörü,Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri,9,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Görüntülü Diafon,Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri,9,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Akıllı Kilit,Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri,9,micro_dense_sibling,false,report only — no merge without approval
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Duman Dedektörü,Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri,9,micro_dense_sibling,false,report only — no merge without approval
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Mutfak Tartısı,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,9,micro_dense_sibling,false,report only — no merge without approval
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Ölçü Kabı,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,9,micro_dense_sibling,false,report only — no merge without approval
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Termometre,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,9,micro_dense_sibling,false,report only — no merge without approval
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Süzgeç,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,9,micro_dense_sibling,false,report only — no merge without approval
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Kevgir,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,9,micro_dense_sibling,false,report only — no merge without approval
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Huni,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,9,micro_dense_sibling,false,report only — no merge without approval
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Spatula,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,9,micro_dense_sibling,false,report only — no merge without approval
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Maşa,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,9,micro_dense_sibling,false,report only — no merge without approval
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Çırpıcı,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,9,micro_dense_sibling,false,report only — no merge without approval
Ev ve Yaşam › Mobilya › Salon › Koltuk Takımı,Ev ve Yaşam › Mobilya › Salon,9,micro_dense_sibling,false,report only — no merge without approval
Ev ve Yaşam › Mobilya › Salon › Kanepe,Ev ve Yaşam › Mobilya › Salon,9,micro_dense_sibling,false,report only — no merge without approval
Ev ve Yaşam › Mobilya › Salon › Berjer,Ev ve Yaşam › Mobilya › Salon,9,micro_dense_sibling,false,report only — no merge without approval
Ev ve Yaşam › Mobilya › Salon › TV Ünitesi,Ev ve Yaşam › Mobilya › Salon,9,micro_dense_sibling,false,report only — no merge without approval
Ev ve Yaşam › Mobilya › Salon › Orta Sehpa,Ev ve Yaşam › Mobilya › Salon,9,micro_dense_sibling,false,report only — no merge without approval
Ev ve Yaşam › Mobilya › Salon › Yan Sehpa,Ev ve Yaşam › Mobilya › Salon,9,micro_dense_sibling,false,report only — no merge without approval
Ev ve Yaşam › Mobilya › Salon › Kitaplık,Ev ve Yaşam › Mobilya › Salon,9,micro_dense_sibling,false,report only — no merge without approval
Ev ve Yaşam › Mobilya › Salon › Konsol,Ev ve Yaşam › Mobilya › Salon,9,micro_dense_sibling,false,report only — no merge without approval
Ev ve Yaşam › Mobilya › Salon › Vitrin,Ev ve Yaşam › Mobilya › Salon,9,same_sense_duplicate_leaf|micro_dense_sibling,false,report only — no merge without approval
Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar › Bisiklet Kaskı,Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar,10,micro_dense_sibling,false,report only — no merge without approval
Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar › Bisiklet Kilidi,Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar,10,micro_dense_sibling,false,report only — no merge without approval
Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar › Aydınlatma,Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar,10,same_sense_duplicate_leaf|micro_dense_sibling,false,report only — no merge without approval
Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar › Pompa,Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar,10,micro_dense_sibling,false,report only — no merge without approval
Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar › Sele,Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar,10,micro_dense_sibling,false,report only — no merge without approval
Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar › Pedal,Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar,10,micro_dense_sibling,false,report only — no merge without approval
Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar › Lastik,Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar,10,micro_dense_sibling,false,report only — no merge without approval
Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar › İç Lastik,Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar,10,micro_dense_sibling,false,report only — no merge without approval
Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar › Çanta ve Heybe,Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar,10,micro_dense_sibling,false,report only — no merge without approval
Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar › Bisiklet Bilgisayarı,Spor ve Outdoor › Bisiklet › Bisiklet Parça ve Aksesuar,10,micro_dense_sibling,false,report only — no merge without approval
