currentCategoryId,currentName,currentSlug,currentPath,currentParentId,currentRoot,targetName,targetSlug,targetPath,targetParentPath,action,canonicalTargetCategoryId,preserveId,redirectRequired,aliasRequired,splitGroup,mergeGroup,listingCount,productCount,sellerOfferCount,categoryBrandCount,categoryAttributeCount,categoryModelCount,riskLevel,notes
,,,,,,Şarj Adaptörü,elektronik-telefon-ve-aksesuar-telefon-aksesuarlari-sarj-adaptoru,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Şarj Adaptörü,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,MEDIUM,may receive records from split: title keyword: powerbank|şarj|adaptör
cmsg3xg3w001juzdc5c71p9y9,Şarj Kablosu,sifir-urun-cep-telefonu__sarj-kablosu,sifir-urun/elektronik/telefon-ve-aksesuar/cep-telefonu/sarj-kablosu,cms93j5l8001xuz3gsasrgk49,sifir,Şarj Kablosu,elektronik-telefon-ve-aksesuar-telefon-aksesuarlari-sarj-kablosu,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Şarj Kablosu,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları,MOVE,cmsg3xg3w001juzdc5c71p9y9,true,true,true,,,0,0,0,30,7,0,LOW,move from parent 'Cep Telefonu & Aksesuar' → 'Telefon Aksesuarları'
,,,,,,Kablosuz Şarj Cihazı,elektronik-telefon-ve-aksesuar-telefon-aksesuarlari-kablosuz-sarj-cihazi,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Kablosuz Şarj Cihazı,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,MEDIUM,may receive records from split: split group: phones vs accessories by title/attrs
,,,,,,Powerbank,elektronik-telefon-ve-aksesuar-telefon-aksesuarlari-powerbank,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Powerbank,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,MEDIUM,may receive records from split: title keyword: powerbank|şarj|adaptör
,,,,,,Araç İçi Telefon Tutucu,elektronik-telefon-ve-aksesuar-telefon-aksesuarlari-arac-ici-telefon-tutucu,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Araç İçi Telefon Tutucu,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,MEDIUM,may receive records from split: split group: phones vs accessories by title/attrs
,,,,,,Masaüstü Telefon Standı,elektronik-telefon-ve-aksesuar-telefon-aksesuarlari-masaustu-telefon-standi,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Masaüstü Telefon Standı,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,MEDIUM,may receive records from split: split group: phones vs accessories by title/attrs
,,,,,,Selfie Çubuğu,elektronik-telefon-ve-aksesuar-telefon-aksesuarlari-selfie-cubugu,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Selfie Çubuğu,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,MEDIUM,may receive records from split: split group: phones vs accessories by title/attrs
,,,,,,Bluetooth Kulaklık,elektronik-telefon-ve-aksesuar-telefon-aksesuarlari-bluetooth-kulaklik,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Bluetooth Kulaklık,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,MEDIUM,may receive records from split: manual — bluetooth vs general headphone taxonomy
,,,,,,Kablolu Kulaklık,elektronik-telefon-ve-aksesuar-telefon-aksesuarlari-kablolu-kulaklik,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Kablolu Kulaklık,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,MEDIUM,may receive records from split: split group: phones vs accessories by title/attrs
,,,,,,Telefon Yedek Parça,elektronik-telefon-ve-aksesuar-telefon-aksesuarlari-telefon-yedek-parca,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları › Telefon Yedek Parça,Elektronik › Telefon ve Aksesuar › Telefon Aksesuarları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,MEDIUM,may receive records from split: split group: phones vs accessories by title/attrs
,,,,,,Giyilebilir Teknoloji,elektronik-telefon-ve-aksesuar-giyilebilir-teknoloji,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji,Elektronik › Telefon ve Aksesuar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg3xhtq00c1uzdc4pz4iwjp,Akıllı Saat,sifir-urun-saat-taki__akilli-saat-moda,sifir-urun/sifir-urun-saat-taki/akilli-saat-moda,cms93j5nj002luz3g1ovcvwie,sifir,Akıllı Saat,elektronik-telefon-ve-aksesuar-giyilebilir-teknoloji-akilli-saat,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › Akıllı Saat,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji,MOVE,cmsg3xhtq00c1uzdc4pz4iwjp,true,true,true,,,0,0,0,18,2,0,LOW,"move from parent 'Saat, Takı & Mücevher' → 'Giyilebilir Teknoloji'"
cmsg3xg2w001buzdcs386yyc7,Akıllı Bileklik,sifir-urun-cep-telefonu__akilli-bileklik,sifir-urun/elektronik/telefon-ve-aksesuar/cep-telefonu/akilli-bileklik,cms93j5l8001xuz3gsasrgk49,sifir,Akıllı Bileklik,elektronik-telefon-ve-aksesuar-giyilebilir-teknoloji-akilli-bileklik,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › Akıllı Bileklik,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji,MOVE,cmsg3xg2w001buzdcs386yyc7,true,true,true,,,0,0,0,30,7,0,LOW,move from parent 'Cep Telefonu & Aksesuar' → 'Giyilebilir Teknoloji'
,,,,,,Çocuk Akıllı Saati,elektronik-telefon-ve-aksesuar-giyilebilir-teknoloji-cocuk-akilli-saati,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › Çocuk Akıllı Saati,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Akıllı Yüzük,elektronik-telefon-ve-aksesuar-giyilebilir-teknoloji-akilli-yuzuk,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › Akıllı Yüzük,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,GPS Takip Cihazı,elektronik-telefon-ve-aksesuar-giyilebilir-teknoloji-gps-takip-cihazi,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji › GPS Takip Cihazı,Elektronik › Telefon ve Aksesuar › Giyilebilir Teknoloji,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,İletişim Cihazları,elektronik-telefon-ve-aksesuar-iletisim-cihazlari,Elektronik › Telefon ve Aksesuar › İletişim Cihazları,Elektronik › Telefon ve Aksesuar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Telsiz,elektronik-telefon-ve-aksesuar-iletisim-cihazlari-telsiz,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Telsiz,Elektronik › Telefon ve Aksesuar › İletişim Cihazları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Sabit Telefon,elektronik-telefon-ve-aksesuar-iletisim-cihazlari-sabit-telefon,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Sabit Telefon,Elektronik › Telefon ve Aksesuar › İletişim Cihazları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,IP Telefon,elektronik-telefon-ve-aksesuar-iletisim-cihazlari-ip-telefon,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › IP Telefon,Elektronik › Telefon ve Aksesuar › İletişim Cihazları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Uydu Telefonu,elektronik-telefon-ve-aksesuar-iletisim-cihazlari-uydu-telefonu,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Uydu Telefonu,Elektronik › Telefon ve Aksesuar › İletişim Cihazları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Çağrı Cihazı,elektronik-telefon-ve-aksesuar-iletisim-cihazlari-cagri-cihazi,Elektronik › Telefon ve Aksesuar › İletişim Cihazları › Çağrı Cihazı,Elektronik › Telefon ve Aksesuar › İletişim Cihazları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg4wozg001zuzxwvdh4i8ko,Bilgisayar ve Tablet,sifir-urun__elektronik__bilgisayar-ve-tablet,sifir-urun/elektronik/bilgisayar-ve-tablet,cmsg4wowy001vuzxwe59qnwfj,sifir,Bilgisayar ve Tablet,elektronik-bilgisayar-ve-tablet,Elektronik › Bilgisayar ve Tablet,Elektronik,KEEP,cmsg4wozg001zuzxwvdh4i8ko,true,false,false,,,0,0,0,0,0,0,LOW,
cms93j5le001zuz3ggzyxcy3i,Bilgisayar,sifir-urun-bilgisayar,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar,cmsg4wozg001zuzxwvdh4i8ko,sifir,Bilgisayar,elektronik-bilgisayar-ve-tablet-bilgisayar,Elektronik › Bilgisayar ve Tablet › Bilgisayar,Elektronik › Bilgisayar ve Tablet,KEEP,cms93j5le001zuz3ggzyxcy3i,true,false,false,,,1,0,0,24,5,0,LOW,
,,,,,,Dizüstü Bilgisayar,elektronik-bilgisayar-ve-tablet-bilgisayar-dizustu-bilgisayar,Elektronik › Bilgisayar ve Tablet › Bilgisayar › Dizüstü Bilgisayar,Elektronik › Bilgisayar ve Tablet › Bilgisayar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Masaüstü Bilgisayar,elektronik-bilgisayar-ve-tablet-bilgisayar-masaustu-bilgisayar,Elektronik › Bilgisayar ve Tablet › Bilgisayar › Masaüstü Bilgisayar,Elektronik › Bilgisayar ve Tablet › Bilgisayar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Mini PC,elektronik-bilgisayar-ve-tablet-bilgisayar-mini-pc,Elektronik › Bilgisayar ve Tablet › Bilgisayar › Mini PC,Elektronik › Bilgisayar ve Tablet › Bilgisayar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg3xgds002luzdcunyr48xv,All-in-One Bilgisayar,sifir-urun-bilgisayar__all-in-one,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/all-in-one,cms93j5le001zuz3ggzyxcy3i,sifir,All-in-One Bilgisayar,elektronik-bilgisayar-ve-tablet-bilgisayar-all-in-one-bilgisayar,Elektronik › Bilgisayar ve Tablet › Bilgisayar › All-in-One Bilgisayar,Elektronik › Bilgisayar ve Tablet › Bilgisayar,KEEP,cmsg3xgds002luzdcunyr48xv,true,false,false,,,0,0,0,24,5,0,LOW,
,,,,,,İş İstasyonu,elektronik-bilgisayar-ve-tablet-bilgisayar-is-istasyonu,Elektronik › Bilgisayar ve Tablet › Bilgisayar › İş İstasyonu,Elektronik › Bilgisayar ve Tablet › Bilgisayar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg3xgck002juzdciuwluxwt,Oyuncu Bilgisayarı,sifir-urun-bilgisayar__oyun-bilgisayari,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/oyun-bilgisayari,cms93j5le001zuz3ggzyxcy3i,sifir,Oyuncu Bilgisayarı,elektronik-bilgisayar-ve-tablet-bilgisayar-oyuncu-bilgisayari,Elektronik › Bilgisayar ve Tablet › Bilgisayar › Oyuncu Bilgisayarı,Elektronik › Bilgisayar ve Tablet › Bilgisayar,KEEP,cmsg3xgck002juzdciuwluxwt,true,false,false,,,0,0,0,24,5,0,LOW,
,,,,,,Tablet ve E-Kitap,elektronik-bilgisayar-ve-tablet-tablet-ve-e-kitap,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap,Elektronik › Bilgisayar ve Tablet,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cms93j5ll0021uz3gnjo77yku,Tablet,sifir-urun-tablet,sifir-urun/elektronik/bilgisayar-ve-tablet/tablet,cmsg4wozg001zuzxwvdh4i8ko,sifir,Tablet,elektronik-bilgisayar-ve-tablet-tablet-ve-e-kitap-tablet,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › Tablet,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap,MOVE,cms93j5ll0021uz3gnjo77yku,true,true,true,,,0,0,0,11,6,0,LOW,move from parent 'Bilgisayar ve Tablet' → 'Tablet ve E-Kitap'
cmsg3xgh4002zuzdcug43agde,Grafik Tablet,sifir-urun-bilgisayar__grafik-tablet,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/grafik-tablet,cms93j5le001zuz3ggzyxcy3i,sifir,Grafik Tablet,elektronik-bilgisayar-ve-tablet-tablet-ve-e-kitap-grafik-tablet,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › Grafik Tablet,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap,MOVE,cmsg3xgh4002zuzdcug43agde,true,true,true,,,0,0,0,24,5,0,LOW,move from parent 'Bilgisayar' → 'Tablet ve E-Kitap'
,,,,,,E-Kitap Okuyucu,elektronik-bilgisayar-ve-tablet-tablet-ve-e-kitap-e-kitap-okuyucu,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › E-Kitap Okuyucu,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Çocuk Tableti,elektronik-bilgisayar-ve-tablet-tablet-ve-e-kitap-cocuk-tableti,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap › Çocuk Tableti,Elektronik › Bilgisayar ve Tablet › Tablet ve E-Kitap,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Bilgisayar Bileşenleri,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,Elektronik › Bilgisayar ve Tablet,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,İşlemci,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-islemci,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › İşlemci,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Anakart,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-anakart,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Anakart,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Ekran Kartı,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-ekran-karti,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Ekran Kartı,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,RAM,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-ram,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › RAM,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,SSD,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-ssd,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › SSD,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Hard Disk,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-hard-disk,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Hard Disk,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Bilgisayar Kasası,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-bilgisayar-kasasi,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Bilgisayar Kasası,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Güç Kaynağı,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-guc-kaynagi,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Güç Kaynağı,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,İşlemci Soğutucu,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-islemci-sogutucu,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › İşlemci Soğutucu,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kasa Fanı,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-kasa-fani,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Kasa Fanı,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Optik Sürücü,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-optik-surucu,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Optik Sürücü,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Capture Card,elektronik-bilgisayar-ve-tablet-bilgisayar-bilesenleri-capture-card,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri › Capture Card,Elektronik › Bilgisayar ve Tablet › Bilgisayar Bileşenleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Bilgisayar Çevre Birimleri,elektronik-bilgisayar-ve-tablet-bilgisayar-cevre-birimleri,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,Elektronik › Bilgisayar ve Tablet,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg3xgez002nuzdczxrlb459,Monitör,sifir-urun-bilgisayar__monitor,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/monitor,cms93j5le001zuz3ggzyxcy3i,sifir,Monitör,elektronik-bilgisayar-ve-tablet-bilgisayar-cevre-birimleri-monitor,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Monitör,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,MOVE,cmsg3xgez002nuzdczxrlb459,true,true,true,,,0,0,0,24,5,0,LOW,move from parent 'Bilgisayar' → 'Bilgisayar Çevre Birimleri'
,,,,,,Klavye,elektronik-bilgisayar-ve-tablet-bilgisayar-cevre-birimleri-klavye,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Klavye,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Mouse,elektronik-bilgisayar-ve-tablet-bilgisayar-cevre-birimleri-mouse,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Mouse,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Klavye-Mouse Seti,elektronik-bilgisayar-ve-tablet-bilgisayar-cevre-birimleri-klavye-mouse-seti,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Klavye-Mouse Seti,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg3xghf0031uzdc7l4o9i5g,Webcam,sifir-urun-bilgisayar__webcam,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/webcam,cms93j5le001zuz3ggzyxcy3i,sifir,Webcam,elektronik-bilgisayar-ve-tablet-bilgisayar-cevre-birimleri-webcam,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Webcam,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,MOVE,cmsg3xghf0031uzdc7l4o9i5g,true,true,true,,,0,0,0,24,5,0,LOW,move from parent 'Bilgisayar' → 'Bilgisayar Çevre Birimleri'
,,,,,,Mikrofon,elektronik-bilgisayar-ve-tablet-bilgisayar-cevre-birimleri-mikrofon,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Mikrofon,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Hoparlör,elektronik-bilgisayar-ve-tablet-bilgisayar-cevre-birimleri-hoparlor,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Hoparlör,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kulaklık,elektronik-bilgisayar-ve-tablet-bilgisayar-cevre-birimleri-kulaklik,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Kulaklık,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Yazıcı,elektronik-bilgisayar-ve-tablet-bilgisayar-cevre-birimleri-yazici,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri › Yazıcı,Elektronik › Bilgisayar ve Tablet › Bilgisayar Çevre Birimleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,MEDIUM,may receive records from split: title keyword: yazıcı|tarayıcı|scanner
