categoryPath,variantAttributeSlug,requiredForVariant,sortOrder,duplicateKeyRule,notes
"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Oyuncu Kulaklığı",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Stüdyo Kulaklığı",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Kulaklık › Spor Kulaklığı",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Projeksiyon Cihazı",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Projeksiyon Perdesi",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Sunum Kumandası",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Projeksiyon ve Sunum › Projeksiyon Askı Aparatı",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Dijital Fotoğraf Makinesi",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Aksiyon Kamerası",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Video Kamera",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Drone",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Lens",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Tripod",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Gimbal",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Fotoğraf Çantası",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Flaş",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Işık ve Softbox",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
"Elektronik › Televizyon, Görüntü ve Ses › Fotoğraf ve Video › Kamera Aksesuarı",renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyun Konsolu › PlayStation,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyun Konsolu › Xbox,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyun Konsolu › Nintendo Switch,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyun Konsolu › El Konsolu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyun Konsolu › Retro Oyun Konsolu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › Gamepad,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › Direksiyon Seti,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › VR Gözlük,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › Şarj İstasyonu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › Konsol Kulaklığı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Konsol Aksesuarları › Taşıma Çantası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyunlar › PlayStation Oyunları,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyunlar › Xbox Oyunları,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyunlar › Nintendo Oyunları,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyunlar › PC Oyunları,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Oyuncu Klavyesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Oyuncu Mouse,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Oyuncu Monitörü,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Oyuncu Koltuğu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Oyuncu Masası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Yayıncı Ekipmanı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Priz,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Ampul,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Anahtar,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Termostat,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Perde Motoru,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Ev Hub,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › IP Kamera,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Analog Kamera,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Kamera Kayıt Cihazı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Alarm Sistemi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Hareket Sensörü,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Kapı-Pencere Sensörü,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Görüntülü Diafon,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Akıllı Kilit,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Duman Dedektörü,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Enerji ve Güç › UPS,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Enerji ve Güç › Voltaj Regülatörü,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Enerji ve Güç › Akım Korumalı Priz,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Enerji ve Güç › Solar Şarj Cihazı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Elektronik › Akıllı Ev ve Güvenlik › Enerji ve Güç › Taşınabilir Güç İstasyonu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
